tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,clean_text
RT @mention dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},,No emotion toward brand or product,dancing with myself at google 80s party.... ain't that the truth! need my girl up in this joint #sxsw
Is content curation publishing? Is aggregated content effective with Google-savvy audiences? #sxsw @mention,,No emotion toward brand or product,is content curation publishing? is aggregated content effective with google-savvy audiences? #sxsw
RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},,No emotion toward brand or product,we are giving away an ipad 2 to kick off our time down at #sxsw. just visit our fb page for more info:
"RT @mention 
An Apple pop-uitp store at #SXSW? There goes my impulse control. j.mp/i41H53 &lt;- See, this is why it's good I'm not there #ooc",,No emotion toward brand or product,"an apple pop-uitp store at #sxsw? there goes my impulse control. j.mp/i41h53 &lt;- see, this is why it's good i'm not there #ooc"
google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw,,No emotion toward brand or product,google &amp; facebook have an official death policies. but vast majority of digi companies don't #digitaldeath #sxsw
"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,Positive emotion,"congrats radical media, google, arcade fire for #sxsw best in show: wilderness downtown!"
RT @mention &quot;Ain't It Cool&quot; came from Travolta's line in &quot;Broken Arrow.&quot; #sxsw  &lt;Here I thought it was the 2 Steve's on the first Apple!,,No emotion toward brand or product,&quot;ain't it cool&quot; came from travolta's line in &quot;broken arrow.&quot; #sxsw &lt;here i thought it was the 2 steve's on the first apple!
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,Positive emotion,temperature going up :) rt &amp; having fun at #google [pic] #sxsw
TechCrunch - Apple Opening Pop-Up Store In Austin For SXSW #store #sxsw #apple {link},,No emotion toward brand or product,techcrunch - apple opening pop-up store in austin for sxsw #store #sxsw #apple
Finally... Yeaayyy RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,iPad or iPhone App,Positive emotion,finally... yeaayyy rt new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable
Q from Google on Hulu Barry Diller: &quot;i don't know how it will end up. Good intentions...now what do we do?...tremendous conflict&quot; #sxsw,,No emotion toward brand or product,q from google on hulu barry diller: &quot;i don't know how it will end up. good intentions...now what do we do?...tremendous conflict&quot; #sxsw
Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,Positive emotion,wow. my iphone just dropped off the side of the iron cactus balcony and the screen didn't shatter! amazing. #sxsw #fb
I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,,No emotion toward brand or product,i feel like harry in #dumbanddumber in this #sxsw panel with all these google peeps #understandinghumans
Q&amp;A with #bing &amp; #google. Let the games begin #qagb #sxsw,,No emotion toward brand or product,q&amp;a with #bing &amp; #google. let the games begin #qagb #sxsw
Love my new iPad 2-Seems much faster and more fluid then original and it's seems more natural to hold. Excited to use during #sxsw this week,iPad,Positive emotion,love my new ipad 2-seems much faster and more fluid then original and it's seems more natural to hold. excited to use during #sxsw this week
IceBreaker for iPhone presenting at #sxsw #leanstartup: {link} - unfortunate domain name,,No emotion toward brand or product,icebreaker for iphone presenting at #sxsw #leanstartup: - unfortunate domain name
"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone",,No emotion toward brand or product,"post-facebook deal, #beluga gets a final #sxsw tune-up #tc #facebook #iphone"
Google is reproducing digitally the way you organically consume information. Goggles is the best example of that. #SXSW #MarissaMeyer,Google,Positive emotion,google is reproducing digitally the way you organically consume information. goggles is the best example of that. #sxsw #marissameyer
Cpmpetition and difference of prespective #sxsw #google #microsoft {link},,No emotion toward brand or product,cpmpetition and difference of prespective #sxsw #google #microsoft
"Dear friends: would anyone lend me their iPad, Wed-Mon Mar 9-14 for #sxsw? Let me drop my data on it? (my back would thank you) #fb",,No emotion toward brand or product,"dear friends: would anyone lend me their ipad, wed-mon mar 9-14 for #sxsw? let me drop my data on it? (my back would thank you) #fb"
Sitting on the floor behind a guy who's fondling his new iPad 2 in a very disturbing way. #sxsw,iPad,Negative emotion,sitting on the floor behind a guy who's fondling his new ipad 2 in a very disturbing way. #sxsw
"#Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw",,No emotion toward brand or product,"#apple heads to sxsw, sets up temporary store in #austin #news #sxsw"
"Some great app interface examples - moma, target, flipboard, CNN, NBA courtside @mention iPad interfaces session #sxsw",iPad or iPhone App,Positive emotion,"some great app interface examples - moma, target, flipboard, cnn, nba courtside ipad interfaces session #sxsw"
RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;
Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},,No emotion toward brand or product,game logic! agency behaviour! monkey mind control! the ogilvy #ausxsw podcast from #sxsw day one
Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention,,No emotion toward brand or product,following the #leanux panel from #sxsw on realtime on google docs thanks to
Woot! RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW,iPhone,Positive emotion,woot! rt so just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw
"@mention @mention @mention &quot;@mention Google to Launch Major New Social Network: Circles, Possibly Today {link}  #sxsw&quot;",Other Google product or service,Positive emotion,"&quot; google to launch major new social network: circles, possibly today #sxsw&quot;"
"#sxswnui #sxsw laptop denotes work, #iPad denotes fun",iPad,Positive emotion,"#sxswnui #sxsw laptop denotes work, #ipad denotes fun"
I just saw a blind guy with an iPhone. Only at #SXSW,,No emotion toward brand or product,i just saw a blind guy with an iphone. only at #sxsw
"@mention I think it's also that if I can't find an iPhone charger at #sxsw, I'm doing something very, very wrong.",,No emotion toward brand or product,"i think it's also that if i can't find an iphone charger at #sxsw, i'm doing something very, very wrong."
"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,Positive emotion,"marissa mayer: &quot;our focus is on location based services.&quot; demoed hotpot, google maps, vector maps, augmented reality. #sxsw #webvisions"
"Amen. @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,"amen. &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw."
I'm giving $100 to the next person who comes up to me at #SXSW and tells me how cool Android is -- look around for me!  Look hard.,Android,Positive emotion,i'm giving $100 to the next person who comes up to me at #sxsw and tells me how cool android is -- look around for me! look hard.
They'd be stupid not to. // Apple is opening a temporary store in Austin for #SXSW &amp; the iPad 2 launch {link} (via @mention,Apple,Positive emotion,they'd be stupid not to. // apple is opening a temporary store in austin for #sxsw &amp; the ipad 2 launch (via
#virtualwallet #sxsw #paypal we get physical goods cut #apple gets their 30% on software and virtual goods,,No emotion toward brand or product,#virtualwallet #sxsw #paypal we get physical goods cut #apple gets their 30% on software and virtual goods
Congrats!!! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,congrats!!! rt yes! gowalla wins best andoid app at the team android choice awards. thanks all! #sxsw
Anyone know where I can buy a waterproof ipad case/pouch in Austin? #sxsw,,No emotion toward brand or product,anyone know where i can buy a waterproof ipad case/pouch in austin? #sxsw
My kind of #sxsw - iPhone plugged into a tree.  @mention The Salt Lick {link},,No emotion toward brand or product,my kind of #sxsw - iphone plugged into a tree. the salt lick
RT @mention Going to #SXSW? Join Google &amp; YouTube for special events &amp; more: {link} #google ...,,No emotion toward brand or product,going to #sxsw? join google &amp; youtube for special events &amp; more: #google ...
"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",,No emotion toward brand or product,"clear +succinct visions make for great ux (think apple, google, intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5"
NFC to be included on iPhone 5? Maybe.... #sxsw,,No emotion toward brand or product,nfc to be included on iphone 5? maybe.... #sxsw
Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw,,No emotion toward brand or product,louis vuitton has an iphone app. called amble #digitalluxury #sxsw
"Hey user experience people at #SXSW, @mention manager of UX for ads at @mention is at the AT&amp;T booth in front of Ballroom D until 1:15 #jobs",,No emotion toward brand or product,"hey user experience people at #sxsw, manager of ux for ads at is at the at&amp;t booth in front of ballroom d until 1:15 #jobs"
